"id","name","slug","description","price","compareAtPrice","sku","images","categoryId","tags","attributes","metadata","isActive","featured","stockQuantity","reservedQuantity","reorderPoint","weight","dimensions","averageRating","reviewCount","totalSold","createdAt","updatedAt","barcode","ageGroup","costPrice","importDuties","shippingCost","storageCost","packagingCost","laborCost","qualityControlCost","paymentProcessingFee","customerServiceCost","operationalOverhead","status","stemDiscipline","supplierId","isBundle","bundleItems","bundleDiscount"
"af680edf-58a7-433d-a236-711747edf53c","Creagami Titirezi - Origami 3D Educațional","creagami-titirezi-origami-3d-educational-CTV-842","Origami 3D. Creează o adevărată sculptură în relief, cu ajutorul bucățelelor de hârtie pe care le îndoi precum la origami, și apoi le asamblezi modular pentru a realiza titirezi inediți. Dezvoltă manualitatea, concentrarea și relaxează în același timp. Vârsta recomandată: +3 ani. Fiecare produs are QR code, care vă încarcă video cu instrucțiuni și moduri de îmbinare a pieselor. AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: CreativaMente, Italia","71.0","84.99","CTV-842","[""https://cdnmpro.com/708224949/p/raw/5/creagami-titirezi~5655.jpg"", ""https://cdnmpro.com/708224949/p/raw/4/creagami-titirezi~5994.jpg"", ""https://cdnmpro.com/708224949/p/raw/5/creagami-titirezi~5995.jpg"", ""https://cdnmpro.com/708224949/p/raw/6/creagami-titirezi~5996.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""CreativaMente""]","{}","{""shortTitleRo"": ""Creagami Titirezi - Origami 3D Educațional"", ""metaDescriptionRo"": ""Crează sculpturi 3D unice cu piese de origami modular! Dezvoltă manualitatea, concentrarea și imaginația copiilor +3 ani. Include QR code cu video tutorial. Jucărie STEM virală perfectă pentru Reels!"", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","5","0","","300.0","{""length"": ""20 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ART_STEAM","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"e8d4e002-0ea8-4199-872e-9b496e71236f","Creagami Șarpe - Origami 3D Educațional","creagami-sarpe-origami-3d-educational-CTV-711","Origami 3D. Creează o adevărată sculptură în relief, cu ajutorul bucățelelor de hârtie pe care le îndoi precum la origami, și apoi le asamblezi modular pentru a realiza forme inedite. Dezvoltă manualitatea, concentrarea și relaxează în același timp. Vârsta recomandată: +7 ani. Fiecare produs are QR code, care vă încarcă video cu instrucțiuni și moduri de îmbinare a pieselor. AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: CreativaMente, Italia","71.0","84.99","CTV-711","[""https://cdnmpro.com/708224949/p/raw/8/creagami-sarpe~6358.jpg"", ""https://cdnmpro.com/708224949/p/raw/5/creagami-sarpe~6775.jpg"", ""https://cdnmpro.com/708224949/p/raw/6/creagami-sarpe~6776.jpg"", ""https://cdnmpro.com/708224949/p/raw/8/creagami-sarpe~6778.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""CreativaMente""]","{}","{""shortTitleRo"": ""Creagami Șarpe - Origami 3D Educațional"", ""metaDescriptionRo"": ""Construiește un șarpe origami 3D spectaculos! Set modular care dezvoltă dexteritatea și relaxarea. Recomandat 7+ ani. Include instrucțiuni video – ideal pentru conținut TikTok și cadouri educative."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","5","0","","300.0","{""length"": ""20 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ART_STEAM","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"99d169c3-ff9f-414a-b4c1-9f5c2e10b796","Creagami Panda - Origami 3D Educațional","creagami-panda-origami-3d-educational-CTV-734","Origami 3D. Creează o adevărată sculptură în relief, cu ajutorul bucățelelor de hârtie pe care le îndoi precum la origami, și apoi le asamblezi modular pentru a realiza forme inedite. Dezvoltă manualitatea, concentrarea și relaxează în același timp. Vârsta recomandată: +7 ani. Fiecare produs are QR code, care vă încarcă video cu instrucțiuni și moduri de îmbinare a pieselor. AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: CreativaMente, Italia","141.0","168.99","CTV-734","[""https://cdnmpro.com/708224949/p/raw/7/creagami-panda~6357.jpg"", ""https://cdnmpro.com/708224949/p/raw/1/creagami-panda~6771.jpg"", ""https://cdnmpro.com/708224949/p/raw/2/creagami-panda~6772.jpg"", ""https://cdnmpro.com/708224949/p/raw/3/creagami-panda~6773.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""CreativaMente""]","{}","{""shortTitleRo"": ""Creagami Panda - Origami 3D Educațional"", ""metaDescriptionRo"": ""Creează un panda origami 3D adorabil cu piese modulare! Dezvoltă creativitatea și fine motor skills. Vârsta 7+. QR code cu tutorial – jucărie STEM perfectă pentru părinți și conținut viral."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","9","0","","300.0","{""length"": ""20 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ART_STEAM","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"7a73441d-5b13-4d65-b97a-a4a3558f5255","Smarty Puzzle Star Words - Joc Educativ Engleză","smarty-puzzle-star-words-joc-educativ-engleza-CTV_012","Smarty Puzzle- Star Words Joc educativ, perfect pentru distracție în familie și pentru învățarea limbii engleze. Piesele se potrivesc asemenea pieselor de la puzzle, astfel încât jucătorii să formeze propoziții din diferitele cuvinte în engleză. Conține 2 zaruri, 1 săculeț textil, 252 piese de tip puzzle cu cuvinte în engleză Vârsta recomandată: + 6 ani AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: CreativaMente, Italia Manual Joc educativ Smarty Puzzle - Star Words - descarca fisier","124.0","148.99","CTV_012","[""https://cdnmpro.com/708224949/p/raw/6/joc-educativ-smarty-puzzle-star-words~6206.jpg"", ""https://cdnmpro.com/708224949/p/raw/0/joc-educativ-smarty-puzzle-star-words~6480.jpg"", ""https://cdnmpro.com/708224949/p/raw/1/joc-educativ-smarty-puzzle-star-words~6481.jpg""]","cmltqoqov0003jjujnu1ppk5u","[""CreativaMente""]","{}","{""shortTitleRo"": ""Smarty Puzzle Star Words - Joc Educativ Engleză"", ""metaDescriptionRo"": ""Puzzle educativ cu cuvinte în engleză – distracție în familie și învățare ușoară! Potrivește piesele și învață vocabular. Perfect pentru 6+ ani și dezvoltare lingvistică STEM."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","6","0","","1000.0","{""length"": ""25 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","MATH","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"b422eaa4-57cc-4e22-a798-9a2c1c2fab32","Kinoptik Rigolomonsters - Joc Optic Magic","kinoptik-rigolomonsters-joc-optic-magic-DJ05603","Kinoptik Rigolomonsters Un joc distractiv de imaginație, construcție și animație! Copiii proiectează și creează monstruleși amuzanți alăturând părțile magnetice pe tablă - există mii de combinații din care să aleagă! Prin suprapunerea și mișcarea filtrului cu dungi, ei pot face monștrii să prindă viață și să se miște în moduri magice și neașteptate. Broșură de instrucțiuni inclusă oferă îndrumare pas cu pas. Joc de imaginație: inventează monștri găsind noi modalități de a alătura piesele. Joc de construcție: creați modele pe tabla hașurată. Joc de animație: folosește cele 2 filtre pentru a descoperi mișcări magice și surprinzătoare.Tabla hașurată ajută la poziționarea pieselor rapid și ușor.Un exercițiu de creativitate și logică.Conținut: tablă magnetică (21,5 x 21,5 cm), 2 foi de plastic (15,5 x 15,5 cm și 12 x 12 cm), 27 piese magnetice, set de instrucțiuni.Vârsta recomandată: 5-8 ani.Confecționat din hârtie și carton certificate FSC®. Conform reglementărilor EN71&ASTM. AVERTISMENT: Conține magneți! Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: Djeco, Franța Video: https://www.youtube.com/watch?v=sc1G4PJc_yk","87.4","104.99","DJ05603","[""https://cdnmpro.com/708224949/p/raw/4/kinoptik-rigolomonsters-djeco~8374.jpg"", ""https://cdnmpro.com/708224949/p/raw/2/kinoptik-rigolomonsters-djeco~8642.jpg"", ""https://cdnmpro.com/708224949/p/raw/3/kinoptik-rigolomonsters-djeco~8643.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""Djeco""]","{}","{""shortTitleRo"": ""Kinoptik Rigolomonsters - Joc Optic Magic"", ""metaDescriptionRo"": ""Creează monștri haioși și dă-le viață cu efectul optic magic! Joc Djeco de imaginație și animație. Vârsta 3-9 ani – viral pe TikTok, dezvoltă creativitate și logică spațială."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","13","0","","900.0","{""length"": ""23 cm"", ""width"": ""23 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","MATH","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"2079eb98-1fb8-4ecd-840c-dfd9df014967","Kinoptik Roboți - Joc Optic Magic","kinoptik-roboti-joc-optic-magic-DJ05611","Kinoptik Roboți Un joc distractiv de imaginație, construcție și animație. Copiii proiectează și creează roboți aiuriți combinând părțile magnetice de pe tablă - există mii de combinații din care pot să aleagă. Prin mișcarea filtrului optic, ei pot face roboții să prindă viață și să se miște în moduri magice și neașteptate. Broșura de instrucțiuni este inclusă. Joc care stimulează imaginația: copilul construiește forme noi și le adaptează după funcționalitate; set de îndemânare: copilul asamblează pe planșa de lucru formele după model sau liber; joc de animație: cu ajutorul filtrelor se creează efecte optice dinamice. Un exercițiu de creativitate și logică. O mulțime de piese pentru ore de joacă.Conținut: tablă magnetică (30 x 30 cm), 2 filtre optice (24 x 24 cm și 19 x 19 cm), 60 piese de magnetice, broșură cu instrucțiuni.Vârsta recomandată: 6-10 ani.Confecționat din materiale non-toxice, conform reglementărilor EN71&ASTM, cu certificare FSC®.AVERTISMENT: Conține magneți! Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: Djeco, Franța","120.65","144.99","DJ05611","[""https://cdnmpro.com/708224949/p/raw/3/kinoptik-roboti-djeco~16373.jpg"", ""https://cdnmpro.com/708224949/p/raw/3/kinoptik-roboti-djeco~3213.jpg"", ""https://cdnmpro.com/708224949/p/raw/9/kinoptik-roboti-djeco~3599.jpg"", ""https://cdnmpro.com/708224949/p/raw/4/kinoptik-roboti-djeco~16374.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""Djeco""]","{}","{""shortTitleRo"": ""Kinoptik Roboți - Joc Optic Magic"", ""metaDescriptionRo"": ""Construiește roboți și animează-i cu filtrul optic! Set Djeco STEM cu efect wow. Recomandat 3-9 ani – perfect pentru Reels și dezvoltare imaginație + abilități motorii."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","12","0","","200.0","{""length"": ""32 cm"", ""width"": ""32 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ART_STEAM","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"24a7653f-cfea-44e3-accd-d42a47c60389","Kinoptik Animonsters - Joc Optic Magic","kinoptik-animonsters-joc-optic-magic-DJ05600","Kinoptik Animonsters Un joc distractiv de imaginație, construcție și animație! Copiii creează monstruleți haioși combinând părțile magnetice de pe tablă - există mii de combinații din care să aleagă! Prin mișcarea filtrului optic, ei pot face ca monstruleții să prindă viață și să se miște în moduri magice și neașteptate. Conținut: tablă magnetică, 2 filtre optice, 25 piese magnetice și broșură cu instrucțiuni și modele.Vârsta recomandată: 5-8 ani. Confecționat din carton. Conform reglementărilor EN71&ASTM. AVERTISMENT: Conține magneți! Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult.Producător: Djeco, Franța Video: https://www.youtube.com/watch?v=PxY21nBqIoE","94.05","112.99","DJ05600","[""https://cdnmpro.com/708224949/p/raw/3/kinoptik-animonsters-djeco~3203.jpg"", ""https://cdnmpro.com/708224949/p/raw/7/kinoptik-animonsters-djeco~3557.jpg"", ""https://cdnmpro.com/708224949/p/raw/8/kinoptik-animonsters-djeco~3558.jpg""]","cmltqoqsf0004jjujibh2j3vx","[""Djeco""]","{}","{""shortTitleRo"": ""Kinoptik Animonsters - Joc Optic Magic"", ""metaDescriptionRo"": ""Creează monștri și fă-i să se miște cu filtrul optic! Joc Djeco viral. Vârsta 3-9 ani – dezvoltă creativitate, logică și coordonare. Ideal pentru conținut social media."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","0","0","","200.0","{""length"": ""23 cm"", ""width"": ""23 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","MATH","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"f7015771-9742-43df-8c79-643aefddad4a","Zig & Go Muzica 52 piese - Traseu Reacție în Lanț","zig-go-muzica-52-piese-traseu-reactie-in-lant-DJ05645","Zig and Go set de construcție trasee, Muzica O colecție de seturi pentru construit fascinante trasee cu reacție în lanț și sunete sau chiar un ritm specific cu acest set complex. Mișcarea, la început lentă, dar apoi tot mai alertă, conduce la parcurgerea traseului cu schimbări de direcții și sunete muzicale. Joc de construcție: copiii vor trebui să folosească îndemânarea pentru poziționa pieselor și creaurea unui parcurs. Joc de reacție în lanț: copiii învață despre cauzalitatea mișcărilor, ingeniozitatea și magia reacțiilor în lanț, cauză-efect! Joc de gândire: copiii trebuie să se gândească la cât de repede se vor mișca piesele - care depinde de greutate - și să aproximeze distanțele dintre ele. Sunt furnizate instrucțiuni pas cu pas pentru 3 modele. Video accesibil printr-un cod QR. Inventează parcursuri nesfârșite pentru ore întregi de distracție, singur sau cu alții. Conține 52 de piese din lemn și metal, premium, colorate. Toate kiturile din colecție sunt compatibile, pentru parcursuri acțiune-reacțiune din ce în ce mai inventive. Set premiat în anul 2021. Vârsta recomandată: +8 ani. Confecționat din lemn și metal. Conform reglementărilor EN71&ASTM. Certificare FSC AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: Djeco, Franța","342.0","410.50","DJ05645","[""https://cdnmpro.com/708224949/p/raw/2/set-de-constructie-trasee-zig-go-muzica-52-piese-djeco~16292.jpg"", ""https://cdnmpro.com/708224949/p/raw/3/set-de-constructie-trasee-zig-go-muzica-52-piese-djeco~7313.jpg"", ""https://cdnmpro.com/708224949/p/raw/7/set-de-constructie-trasee-zig-go-muzica-52-piese-djeco~7837.jpg"", ""https://cdnmpro.com/708224949/p/raw/1/set-de-constructie-trasee-zig-go-muzica-52-piese-djeco~7841.jpg"", ""https://cdnmpro.com/708224949/p/raw/2/set-de-constructie-trasee-zig-go-muzica-52-piese-djeco~7842.jpg""]","cmltqoq940001jjujkuq676do","[""Djeco""]","{}","{""shortTitleRo"": ""Zig & Go Muzica 52 piese - Traseu Reacție în Lanț"", ""metaDescriptionRo"": ""Traseu Zig & Go cu muzică – reacție în lanț spectaculoasă! 52 piese Djeco. Vârsta 6+ – cel mai viral joc STEM pentru Reels și TikTok."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","10","0","","3000.0","{""length"": ""32.5 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ENGINEERING","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"d9007b37-ddeb-4b16-93f2-8e01126265b2","Zig & Go Bila Cea Mai Mare - Traseu Reacție în Lanț","zig-go-bila-cea-mai-mare-traseu-reactie-in-lant-DJ05641","Zig and Go, set de construit trasee O colecție de seturi pentru construit fascinante trasee cu reacție în lanț. Mișcarea, la început lentă, dar apoi tot mai alertă, conduce la parcurgerea traseului cu schimbări de direcții, curbe și surprize dinamice. Joc de construcție: copiii vor trebui să folosească îndemânarea pentru poziționa pieselor și crearea unui parcurs. Joc de reacție în lanț: copiii învață despre cauzalitatea mișcărilor, ingeniozitatea și magia reacțiilor în lanț, legătura cauză-efect! Joc de gândire: copiii trebuie să se gândească la cât de repede se vor mișca piesele - care depinde de greutate - și să aproximeze distanțele dintre ele. Sunt furnizate instrucțiuni pas cu pas pentru 3 trasee. Video accesibil printr-un cod QR. Inventează parcursuri nesfârșite pentru ore întregi de distracție, singur sau cu alții. Conține 27 de piese din lemn și 2 bile de sticlă. Toate kiturile din colecție sunt compatibile între ele, pentru parcursuri acțiune-reacțiune din ce în ce mai inventive. Vârsta recomandată: +7 ani. Confecționat din lemn și metal. Conform reglementărilor EN71&ASTM. AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: Djeco, Franța","190.95","228.99","DJ05641","[""https://cdnmpro.com/708224949/p/raw/3/set-de-constructie-trasee-zig-go-bila-cea-mai-mare-27-piese-djeco~8503.jpg"", ""https://cdnmpro.com/708224949/p/raw/8/set-de-constructie-trasee-zig-go-bila-cea-mai-mare-27-piese-djeco~8338.jpg"", ""https://cdnmpro.com/708224949/p/raw/0/set-de-constructie-trasee-zig-go-bila-cea-mai-mare-27-piese-djeco~8500.jpg"", ""https://cdnmpro.com/708224949/p/raw/1/set-de-constructie-trasee-zig-go-bila-cea-mai-mare-27-piese-djeco~8501.jpg"", ""https://cdnmpro.com/708224949/p/raw/2/set-de-constructie-trasee-zig-go-bila-cea-mai-mare-27-piese-djeco~8502.jpg""]","cmltqoq940001jjujkuq676do","[""Djeco""]","{}","{""shortTitleRo"": ""Zig & Go Bila Cea Mai Mare - Traseu Reacție în Lanț"", ""metaDescriptionRo"": ""Zig & Go cu bila gigantică – traseu de construcție wow! 27 piese. Dezvoltă logică și răbdare. Recomandat 6+ ani – conținut viral garantat."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","7","0","","1000.0","{""length"": ""24.5 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","MATH","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
"b533d72a-6996-46fb-8cb4-5260874953e2","Zig & Go Dring - Traseu Reacție în Lanț","zig-go-dring-traseu-reactie-in-lant-DJ05642","Zig & Go, set de constructie trasee, 25 piese O colecție de seturi pentru construit fascinante trasee cu reacție în lanț. Un joc de construcție din lemn de reacții în lanț care necesită îndemânare și gândire atentă. Copiii copiază cele 3 modele din broșura de instrucțiuni pentru a construi trasee sau își alcătuiesc propriile variante - posibilitățile sunt nelimitate! Toate kiturile din colecție sunt compatibile, pentru trasee acțiune-reacțiune din ce în ce mai inventive. Joc de construcție: copiii vor trebui să folosească îndemânarea pentru a poziționa piesele pentru a construi un traseu. Joc cu reacție în lanț: copiii învață despre ingeniozitatea și magia lanțurilor de mișcare! Joc de gândire: copiii trebuie să se gândească la cât de repede se vor mișca piesele - care depinde de greutate - și să măsoare distanțele dintre ele. Video accesibil printr-un cod QR. Conținut: joc de construcție cu 22 de piese din lemn, 2 bile metalice și un clopoțel metalic, broșură cu instrucțiuni de 16 pagini. Vârsta recomandată: 7 - 99 ani. Confecționat din lemn și metal. Conform reglementărilor EN71&ASTM. Certificare FSC. AVERTISMENT: Contraindicat copiilor sub 3 ani, conține piese mici, pericol de sufocare. A se utiliza sub directa supraveghere a unui adult. Producător: Djeco, Franța","166.25","199.50","DJ05642","[""https://cdnmpro.com/708224949/p/raw/6/set-de-constructie-trasee-zig-go-dring-25-piese-djeco~16306.jpg"", ""https://cdnmpro.com/708224949/p/raw/0/set-de-constructie-trasee-zig-go-dring-25-piese-djeco~5170.jpg"", ""https://cdnmpro.com/708224949/p/raw/2/set-de-constructie-trasee-zig-go-dring-25-piese-djeco~5392.jpg"", ""https://cdnmpro.com/708224949/p/raw/3/set-de-constructie-trasee-zig-go-dring-25-piese-djeco~5393.jpg"", ""https://cdnmpro.com/708224949/p/raw/4/set-de-constructie-trasee-zig-go-dring-25-piese-djeco~5394.jpg""]","cmltqoq940001jjujkuq676do","[""Djeco""]","{}","{""shortTitleRo"": ""Zig & Go Dring - Traseu Reacție în Lanț"", ""metaDescriptionRo"": ""Zig & Go Dring cu clopoțel – final spectaculos! 25 piese Djeco. Joc STEM perfect pentru 3-9 ani și video-uri satisfăcătoare pe social media."", ""learningOutcomes"": [], ""specialCategories"": []}","true","false","5","0","","2000.0","{""length"": ""25 cm""}","0","0","0","2026-03-22 23:59:49.000","2026-03-22 23:59:49.000","","ELEMENTARY_6_8","","0","0","0","0","0","0","2.9","0","0","APPROVED","ENGINEERING","ee75eea8-9f64-4076-96a2-52f5d6926c14","false","",""
